brand_id,id,brand,colors,count,dateAdded,dateUpdated,ean,flavors,manufacturer,manufacturerNumber,merchants,name,cost,costb,prices.condition,prices.dateAdded,prices.dateSeen,prices.flavor,prices.isSale,prices.offer,prices.returnPolicy,prices.shipping,sizes,upc
2,AVpfTx8qilAPnD_xZVBM,29 Porter Rd,Black,,2017-01-12T06:17:40Z,2017-01-12T06:17:40Z,8.13817E+11,,29 Porter Rd,LDM017-BLK,"[{""dateSeen"":[""2017-01-12T06:17:40Z""],""name"":""Apparelsave""}]",29 Porter Rd Julian Men  Open Toe Leather Black Slides Sandal,69,69,new,2017-01-12T06:17:40Z,2017-01-11T00:00:00Z,,FALSE,REDUCED USD 15.01,,,"10,13,11,12",8.13817E+11
3,AVpfo__SLJeJML43A_lB,3N2,,,2016-06-08T05:28:43Z,2016-06-08T05:28:43Z,8.45099E+11,,3N2,5100-01-120,"[{""dateSeen"":[""2016-06-08T05:28:43Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (12),53.11,53.11,,2016-06-08T05:28:43Z,2016-06-07T00:00:00Z,,TRUE,REDUCED USD 28.72,,,,8.45099E+11
3,AVpfPPM21cnluZ0-g1wu,3N2,,,2016-10-05T16:55:40Z,2016-10-05T22:21:23Z,8.45099E+11,,3N2,7735-0101-80,"[{""dateSeen"":[""2016-10-05T16:55:40Z""],""name"":""Unbeatablesale""}]","3n2 7735-0101-80 Mid Cut Turf Trainer Shoe, Black - 8",53.47,53.47,,2016-10-05T16:55:40Z,2016-10-05T16:55:40Z,,TRUE,REDUCED USD 20.20,,,,8.45099E+11
3,AVpf4BUXLJeJML43FTGp,3N2,Black,,2016-10-31T11:10:58Z,2016-10-31T11:10:58Z,8.45099E+11,,3N2,7735-0101-105,"[{""dateSeen"":[""2016-10-31T11:10:58Z""],""name"":""Unbeatablesale""}]","3n2 7735-0101-105 Mid Cut Turf Trainer Shoe, Black - 10. 5",54.59,54.59,new,2016-10-31T11:10:58Z,2016-10-31T11:10:58Z,,TRUE,REDUCED USD 20.59,,,,8.45099E+11
3,AVpflvbkLJeJML43ABHu,3N2,,,2016-06-08T05:28:41Z,2016-06-08T05:28:41Z,8.45099E+11,,3N2,5100-01-60,"[{""dateSeen"":[""2016-06-08T05:28:41Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (6),55.38,55.38,,2016-06-08T05:28:41Z,2016-06-07T00:00:00Z,,TRUE,REDUCED USD 29.95,,,,8.45099E+11
3,AVpf4BUXLJeJML43FTGp,3N2,Black,,2016-10-31T11:10:58Z,2016-10-31T11:10:58Z,8.45099E+11,,3N2,7735-0101-105,"[{""dateSeen"":[""2016-10-31T11:10:58Z""],""name"":""Unbeatablesale""}]","3n2 7735-0101-105 Mid Cut Turf Trainer Shoe, Black - 10. 5",55.76,55.76,new,2016-10-31T11:10:58Z,2016-10-29T00:00:00Z,,TRUE,REDUCED USD 16.86,,,,8.45099E+11
3,AVpf4BUXLJeJML43FTGp,3N2,Black,,2016-10-31T11:10:58Z,2016-10-31T11:10:58Z,8.45099E+11,,3N2,7735-0101-105,"[{""dateSeen"":[""2016-10-31T11:10:58Z""],""name"":""Unbeatablesale""}]","3n2 7735-0101-105 Mid Cut Turf Trainer Shoe, Black - 10. 5",72.62,72.62,new,2016-10-31T11:10:58Z,2016-10-29T00:00:00Z,,FALSE,,,,,8.45099E+11
3,AVpfPPM21cnluZ0-g1wu,3N2,,,2016-10-05T16:55:40Z,2016-10-05T22:21:23Z,8.45099E+11,,3N2,7735-0101-80,"[{""dateSeen"":[""2016-10-05T16:55:40Z""],""name"":""Unbeatablesale""}]","3n2 7735-0101-80 Mid Cut Turf Trainer Shoe, Black - 8",73.67,73.67,new,2016-10-05T16:55:40Z,2016-10-05T16:55:40Z,,FALSE,REDUCED USD 20.20,,,,8.45099E+11
3,AVpf4BUXLJeJML43FTGp,3N2,Black,,2016-10-31T11:10:58Z,2016-10-31T11:10:58Z,8.45099E+11,,3N2,7735-0101-105,"[{""dateSeen"":[""2016-10-31T11:10:58Z""],""name"":""Unbeatablesale""}]","3n2 7735-0101-105 Mid Cut Turf Trainer Shoe, Black - 10. 5",75.18,75.18,new,2016-10-31T11:10:58Z,2016-10-31T11:10:58Z,,FALSE,REDUCED USD 20.59,,,,8.45099E+11
3,AVpfo__SLJeJML43A_lB,3N2,,,2016-06-08T05:28:43Z,2016-06-08T05:28:43Z,8.45099E+11,,3N2,5100-01-120,"[{""dateSeen"":[""2016-06-08T05:28:43Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (12),81.83,81.83,new,2016-06-08T05:28:43Z,2016-06-07T00:00:00Z,,FALSE,REDUCED USD 28.72,,,,8.45099E+11
3,AVpflvbkLJeJML43ABHu,3N2,,,2016-06-08T05:28:41Z,2016-06-08T05:28:41Z,8.45099E+11,,3N2,5100-01-60,"[{""dateSeen"":[""2016-06-08T05:28:41Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (6),85.33,85.33,new,2016-06-08T05:28:41Z,2016-06-07T00:00:00Z,,FALSE,REDUCED USD 29.95,,,,8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),52.9,52.9,,2016-06-08T05:29:29Z,2016-06-16T00:00:00Z,,TRUE,REDUCED USD 28.61,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),53.11,53.11,,2016-06-08T05:29:29Z,2016-06-07T00:00:00Z,,TRUE,REDUCED USD 28.72,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),53.74,53.74,new,2016-06-08T05:29:29Z,2016-10-05T00:00:00Z,,TRUE,REDUCED USD 29.06,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),55.35,55.35,,2016-06-08T05:29:29Z,2016-10-04T00:00:00Z,,TRUE,REDUCED USD 29.94,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe9TUTilAPnD_xRxFi,3N2 Sports,,,2016-10-05T16:56:34Z,2016-10-05T16:56:34Z,8.45099E+11,,"3N2, LLC",5100-06-130,"[{""dateSeen"":[""2016-10-05T16:56:34Z""],""name"":""Shopladder""}]",Slide Shower Sandal - White (13),56.03,56.03,,2016-10-05T16:56:34Z,2016-10-04T00:00:00Z,,TRUE,REDUCED USD 30.30,,,"10,11,12,13,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),81.51,81.51,new,2016-06-08T05:29:29Z,2016-06-16T00:00:00Z,,FALSE,REDUCED USD 29.94,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),81.83,81.83,new,2016-06-08T05:29:29Z,2016-06-07T00:00:00Z,,FALSE,REDUCED USD 29.94,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),82.8,82.8,new,2016-06-08T05:29:29Z,2016-10-05T00:00:00Z,,FALSE,REDUCED USD 29.94,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),85.29,85.29,new,2016-06-08T05:29:29Z,2016-10-04T00:00:00Z,,FALSE,REDUCED USD 29.94,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe99dVLJeJML43zb-2,3N2 Sports,,,2016-06-08T05:29:29Z,2016-10-05T22:39:15Z,8.45099E+11,,"3N2, LLC",5100-01-110,"[{""dateSeen"":[""2016-06-08T05:29:29Z""],""name"":""Shopladder""}]",Slide Shower Sandal - Black (10),85.51,85.51,new,2016-06-08T05:29:29Z,2016-10-03T00:00:00Z,,FALSE,REDUCED USD 29.94,,,"10,11,12,13,14,15,6,7,8,9",8.45099E+11
4,AVpe9TUTilAPnD_xRxFi,3N2 Sports,,,2016-10-05T16:56:34Z,2016-10-05T16:56:34Z,8.45099E+11,,"3N2, LLC",5100-06-130,"[{""dateSeen"":[""2016-10-05T16:56:34Z""],""name"":""Shopladder""}]",Slide Shower Sandal - White (13),86.33,86.33,new,2016-10-05T16:56:34Z,2016-10-04T00:00:00Z,,FALSE,REDUCED USD 30.30,,,"10,11,12,13,6,7,8,9",8.45099E+11
5,AVpfzSwGilAPnD_xihpP,A. Testoni,Nero,,2017-01-24T18:54:16Z,2017-01-24T18:54:16Z,8.06065E+11,,A. Testoni,M80348,"[{""dateSeen"":[""2017-01-24T18:54:16Z""],""name"":""Bhfo, Inc.""}]",A. Testoni Mens Suede Horsebit Loafers,326.99,326.99,new,2017-01-24T18:54:16Z,2017-01-23T00:00:00Z,,FALSE,,,,,8.06065E+11
6,AVpf2vNqLJeJML43E91i,Acacia,Black,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-070,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Apparelsave""}]",Acacia Thunder Men  Round Toe Synthetic Black Cleats,12.99,12.99,,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,TRUE,REDUCED USD 17.01,,,7,6.57083E+11
6,AVpf4qTBLJeJML43FdSh,Acacia,Multicolor,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-830,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Unbeatablesale""}]",Acacia Style -37-830 Thunder Soccer Shoes - Black and Silver&#44; 3y,21.34,21.34,new,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,FALSE,,,,,6.57083E+11
6,AVpe7k1OilAPnD_xRI8J,Acacia,Multicolor,,2017-01-24T19:04:48Z,2017-01-24T19:04:48Z,6.57083E+11,,Acacia,37-211,"[{""dateSeen"":[""2017-01-24T19:04:48Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-211 Thunder Soccer Shoes - Black and Lime, 11a",22.52,22.52,new,2017-01-24T19:04:48Z,2017-01-24T00:00:00Z,,FALSE,REDUCED,,,,6.57083E+11
6,AVpfaFc3ilAPnD_xbQB8,Acacia,Multicolor,,2017-01-20T18:39:43Z,2017-01-20T18:39:43Z,6.57083E+11,,Acacia,37-015,"[{""dateSeen"":[""2017-01-20T18:39:43Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-015 Thunder Soccer Shoes - Black and Lime, 1. 5y",22.52,22.52,new,2017-01-20T18:39:43Z,2017-01-20T00:00:00Z,,FALSE,,,,,6.57083E+11
6,AVpfaFc3ilAPnD_xbQB8,Acacia,Multicolor,,2017-01-20T18:39:43Z,2017-01-20T18:39:43Z,6.57083E+11,,Acacia,37-015,"[{""dateSeen"":[""2017-01-20T18:39:43Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-015 Thunder Soccer Shoes - Black and Lime, 1. 5y",22.52,22.52,new,2017-01-20T18:39:43Z,2017-01-20T00:00:00Z,,TRUE,REDUCED,,,,6.57083E+11
6,AVpfuiWVLJeJML43Coj1,Acacia,Multicolor,,2017-01-24T19:04:48Z,2017-01-24T19:04:48Z,6.57083E+11,,Acacia,37-912,"[{""dateSeen"":[""2017-01-24T19:04:48Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-912 Thunder Soccer Shoes - Black and Silver, 12y",22.52,22.52,new,2017-01-24T19:04:48Z,2017-01-24T00:00:00Z,,FALSE,REDUCED,,,,6.57083E+11
6,AVpf4-fvLJeJML43FiZo,Acacia,Multicolor,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-510,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Unbeatablesale""}]",Acacia Style -37-510 Thunder Soccer Shoes - Black and Orange&#44; 11y,22.52,22.52,new,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,FALSE,,,,,6.57083E+11
6,AVpfahdqilAPnD_xbXP8,Acacia,Multicolor,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,,,Acacia,37-030,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-030 Thunder Soccer Shoes - Black and Lime, 3y",22.52,22.52,new,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,FALSE,,,,,6.57083E+11
6,AVpgBCuYLJeJML43HiW5,Acacia,Multicolor,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-870,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-870 Thunder Soccer Shoes - Black and Silver, 7y",22.52,22.52,new,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,FALSE,,,,,6.57083E+11
6,AVpfTkMVilAPnD_xZQYe,Acacia,Multicolor,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-611,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-611 Thunder Soccer Shoes - Black and Orange, 11a",22.62,22.62,,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,TRUE,REDUCED USD 2.48,,,,6.57083E+11
6,AVpfrfi91cnluZ0-pRij,Acacia,Multicolor,,2017-01-24T19:04:48Z,2017-01-24T19:04:48Z,6.57083E+11,,Acacia,37-480,"[{""dateSeen"":[""2017-01-24T19:04:48Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-480 Thunder Soccer Shoes - Black and Orange, 8a",22.65,22.65,new,2017-01-24T19:04:48Z,2017-01-24T00:00:00Z,,FALSE,REDUCED,,,,6.57083E+11
6,AVpfXQZyilAPnD_xabcY,Acacia,Multicolor,,2017-01-20T18:39:43Z,2017-01-20T18:39:43Z,6.57083E+11,,Acacia,37-475,"[{""dateSeen"":[""2017-01-20T18:39:43Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-475 Thunder Soccer Shoes - Black and Orange, 7. 5a",23.52,23.52,,2017-01-20T18:39:43Z,2017-01-20T00:00:00Z,,TRUE,REDUCED,,,,6.57083E+11
6,AVpfXQZyilAPnD_xabcY,Acacia,Multicolor,,2017-01-20T18:39:43Z,2017-01-20T18:39:43Z,6.57083E+11,,Acacia,37-475,"[{""dateSeen"":[""2017-01-20T18:39:43Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-475 Thunder Soccer Shoes - Black and Orange, 7. 5a",23.52,23.52,new,2017-01-20T18:39:43Z,2017-01-20T00:00:00Z,,FALSE,REDUCED,,,,6.57083E+11
6,AVpfTkMVilAPnD_xZQYe,Acacia,Multicolor,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-611,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Unbeatablesale""}]","Acacia Style -37-611 Thunder Soccer Shoes - Black and Orange, 11a",25.1,25.1,new,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,FALSE,REDUCED USD 2.48,,,,6.57083E+11
6,AVpf2vNqLJeJML43E91i,Acacia,Black,,2017-01-16T19:46:42Z,2017-01-16T19:46:42Z,6.57083E+11,,Acacia,37-070,"[{""dateSeen"":[""2017-01-16T19:46:42Z""],""name"":""Apparelsave""}]",Acacia Thunder Men  Round Toe Synthetic Black Cleats,30,30,new,2017-01-16T19:46:42Z,2017-01-16T00:00:00Z,,FALSE,REDUCED USD 17.01,,,7,6.57083E+11
7,AVpe7vUI1cnluZ0-aJ07,Acorn,Natural,,2017-01-14T19:22:54Z,2017-01-14T19:22:54Z,49129353185,,Acorn,,"[{""dateSeen"":[""2017-01-14T19:22:54Z""],""name"":""Beltoutlet""}]",Acorn  Men's Removable Sheepskin Insoles,14.95,14.95,new,2017-01-14T19:22:54Z,2017-01-13T00:00:00Z,,FALSE,,,,,49129353185
